type,amount,newbalanceOrig,newbalanceDest,isFraud
2,4160.2,18186.8,2426800.41,0
1,128834.71,0.0,8323729.49,0
1,146565.08,0.0,575724.09,0
1,57866.97,0.0,192134.02,0
1,251599.59,0.0,386261.57,0
1,94710.56,0.0,1967240.74,0
3,30527.14,0.0,1358551.27,0
1,13116.24,0.0,4404132.31,0
0,236526.69,5280469.27,229292.24,0
1,155841.63,0.0,3260754.42,0
1,42063.38,0.0,3437310.4,0
0,49649.81,15111148.19,3802676.73,0
1,88948.12,0.0,583887.59,0
0,33447.19,1298887.54,94315.54,0
1,304447.82,0.0,1153308.62,0
1,171621.21,0.0,12481908.92,0
1,548317.75,0.0,2149122.0,0
0,120085.12,187841.12,273765.11,0
0,64290.13,488650.31,1531918.78,0
1,74186.66,0.0,660322.85,0
3,218934.63,0.0,614415.79,0
3,696852.19,0.0,3720051.56,0
1,226977.64,0.0,526771.27,0
1,17555.69,52029.31,17864.51,0
3,54251.58,0.0,3696.72,0
0,8394.12,64699.12,249559.54,0
1,28665.95,0.0,222968.32,0
1,270734.26,0.0,475230.48,0
2,4714.87,44641.13,592183.71,0
0,74719.33,5440430.95,47617.65,0
0,84581.6,84711.6,158760.16,0
1,67473.74,0.0,1347486.92,0
1,116923.66,1645001.2,198702.51,0
0,131206.37,1414527.58,173325.87,0
3,281277.13,0.0,1368395.72,0
0,156110.13,8907337.35,1566391.99,0
1,382744.53,0.0,382744.53,0
0,135448.12,139487.12,701991.29,0
1,225413.47,0.0,2796386.58,0
0,101414.64,1633184.13,3886065.13,0
3,189719.44,0.0,189719.44,0
0,33764.72,747769.69,366647.1,0
1,5754.89,314201.11,4446098.58,0
3,61438.78,93350.22,61438.78,0
1,154987.75,0.0,2311031.42,0
1,287909.85,0.0,4328820.88,0
0,8395.11,60100.11,368300.93,0
1,73933.81,0.0,106219.62,0
1,507844.83,0.0,2985957.66,0
1,236806.21,0.0,236806.21,0
1,94971.61,0.0,428190.14,0
0,185955.23,3534816.98,345381.59,0
1,227105.88,0.0,2417416.76,0
1,91053.94,0.0,428709.0,0
0,235710.23,2465682.92,111983.19,0
3,615815.65,0.0,3925411.81,0
1,120872.66,0.0,3167649.51,0
0,178186.18,5478733.11,198405.38,0
3,1103303.05,0.0,3115391.42,0
3,523857.03,0.0,24535480.51,0
1,20614.22,188685.59,4872605.04,0
0,45346.82,12778136.44,279126.13,0
0,67115.84,12892292.65,2440139.69,0
1,181579.53,0.0,3295117.85,0
1,274655.82,0.0,671398.32,0
3,2033471.57,0.0,2033471.57,0
1,206570.67,0.0,958394.28,0
1,8868.96,0.0,1035328.15,0
1,144795.09,0.0,1340244.62,0
1,159019.12,0.0,1221304.07,0
1,254541.14,0.0,633186.74,0
1,53045.08,0.0,1209100.19,0
0,13659.54,24128.54,859365.91,0
1,103689.04,72051.7,550796.8,0
1,120583.45,0.0,2012499.04,0
0,248775.49,6135378.7,6186799.62,0
0,89077.65,810401.27,3097382.33,0
1,226108.61,6676.39,1776893.89,0
3,955909.51,0.0,4832201.89,0
1,39589.66,0.0,2972144.3,0
1,201901.08,0.0,2586655.07,0
1,417077.2,0.0,427527.28,0
1,39702.36,0.0,98886.7,0
3,186881.38,0.0,300952.46,0
0,293947.64,3611257.17,668864.28,0
3,558256.46,0.0,914550.06,0
3,117637.64,0.0,359475.59,0
1,74961.22,29959.78,74961.22,0
3,2710883.82,0.0,6685892.66,0
1,111841.11,0.0,657142.38,0
3,651226.21,0.0,651226.21,0
1,157855.87,91337.13,580011.39,0
1,161548.62,0.0,1097021.57,0
3,61231.8,879504.2,176710.71,0
0,20818.4,21131.4,449335.34,0
1,43425.66,0.0,257184.9,0
1,271647.69,0.0,1130864.42,0
3,889691.0,0.0,2487478.96,0
1,229660.92,0.0,917762.4,0
3,370774.75,0.0,727136.26,0
1,583300.47,0.0,2084664.99,0
1,22689.87,0.0,2556937.66,0
1,154997.97,0.0,424140.34,0
0,40797.44,28247727.5,59068.12,0
0,58887.82,1510102.9,12245.3,0
1,395870.11,0.0,1371502.64,0
0,49853.58,8632116.2,91358.28,0
1,120999.88,0.0,120999.88,0
1,186799.69,0.0,1530295.41,0
1,335768.79,0.0,1092073.02,0
0,148046.18,154309.18,214755.81,0
1,119760.96,0.0,1408696.3,0
3,1145738.99,0.0,4624827.03,0
3,505270.99,0.0,2492459.74,0
1,277080.37,0.0,804516.06,0
1,388320.07,0.0,388320.07,0
1,177854.67,0.0,2886721.74,0
1,52651.0,0.0,96489.4,0
0,70301.71,580998.71,46110.23,0
0,207696.0,13957541.48,4404992.62,0
0,292201.54,340258.54,2965354.44,0
1,39755.01,0.0,105063.97,0
1,21589.79,102196.21,40226.32,0
2,1126.94,0.0,203874.62,0
1,178414.89,0.0,485560.24,0
1,109661.33,0.0,1813443.64,0
1,324543.41,0.0,1069259.41,0
1,38835.26,0.0,3434485.32,0
1,64869.1,0.0,690435.95,0
0,119934.6,19006402.04,50944.08,0
1,305472.78,0.0,305472.78,0
3,671420.48,0.0,679064.13,0
1,87421.12,0.0,753602.51,0
1,7155.43,0.0,322906.07,0
1,33620.05,18186.95,303339.58,0
0,83814.13,619171.99,4723071.68,0
0,206535.94,11916088.77,24809968.88,0
1,3295.16,14234.84,3295.16,0
1,257995.51,0.0,1180900.09,0
1,35683.91,0.0,138667.28,0
1,161435.18,0.0,398883.47,0
1,103902.72,0.0,3854281.97,0
0,159209.07,2604592.14,88729.14,0
1,175868.06,0.0,364745.75,0
0,58392.68,8266188.57,269320.74,0
0,84142.2,6574859.83,86081.23,0
0,237352.89,5028510.59,1908736.3,0
1,13627.73,831172.27,44740.69,0
1,96353.47,0.0,308257.77,0
3,1108902.64,0.0,1108902.64,0
1,309005.81,0.0,446299.91,0
1,27197.84,0.0,3088141.77,0
0,212664.88,1720687.34,486926.76,0
0,298676.61,5798795.56,758719.03,0
1,219967.25,0.0,1132799.65,0
0,149462.85,154478.85,2574749.03,0
1,5668.16,180066.53,2922827.64,0
0,165976.4,5138761.89,350228.72,0
0,62613.17,3680389.92,27110.93,0
0,161584.66,176954.66,3536726.64,0
1,158237.23,0.0,1451478.69,0
0,78034.94,86193.94,1171063.23,0
3,191610.1,0.0,429744.02,0
1,66934.96,0.0,66934.96,0
3,11102.35,0.0,11583732.11,0
1,68095.88,0.0,479432.85,0
1,111705.09,0.0,5882947.68,0
1,213397.78,0.0,1000006.93,0
1,186790.51,0.0,1064604.17,0
1,75174.56,0.0,2012501.61,0
0,302673.67,313598.67,2995123.64,0
0,98468.35,1360292.14,1284307.07,0
1,20985.65,0.0,20985.65,0
1,141910.48,0.0,2188210.65,0
1,424963.92,0.0,1008873.19,0
1,94249.13,0.0,590734.03,0
1,276452.66,0.0,11910342.66,0
0,290298.69,3142956.67,1279649.89,0
1,419650.47,0.0,697150.91,0
1,66681.5,0.0,246670.38,0
1,424102.07,0.0,1346829.23,0
0,69282.77,69436.77,102771.99,0
1,239954.91,0.0,549435.39,0
1,454477.31,0.0,1229972.71,0
1,468714.66,0.0,557272.83,0
1,5907.94,0.0,416869.13,0
1,250198.77,0.0,1502713.16,0
1,41325.07,0.0,592679.22,0
1,518447.87,0.0,11429039.04,0
0,99777.84,7110752.62,298693.76,0
1,347590.03,0.0,2555686.19,0
1,22954.65,0.0,345926.39,0
3,2186349.6,0.0,4387006.2,0
3,238970.79,0.0,1313130.29,0
0,280098.76,385720.76,545283.22,0
1,278631.84,0.0,2768374.62,0
0,327139.46,5845909.98,484550.9,0
1,310998.21,0.0,399247.77,0
1,177781.75,0.0,1690952.07,0
1,179408.13,0.0,3690963.76,0
1,50647.8,0.0,5687260.53,0
0,129158.8,6508643.31,75123.33,0
1,58646.17,0.0,5665960.96,0
1,195080.61,0.0,2836541.27,0
0,491853.14,669916.77,889167.56,0
1,290376.6,0.0,694206.39,0
0,534283.59,6204045.82,69381.59,0
1,77417.31,0.0,1479528.52,0
0,101047.37,10169370.43,171013.22,0
1,158049.36,0.0,607402.03,0
0,551484.07,5392783.7,1820978.93,0
1,73515.29,178028.71,2025702.76,0
0,256138.47,832875.01,5345323.7,0
1,110240.66,0.0,710323.82,0
0,187081.1,2561116.25,1181025.71,0
1,131049.92,0.0,1871773.82,0
0,48388.71,49104.71,141438.67,0
3,148432.33,66406.67,1929269.56,0
0,62279.04,182522.75,65389.82,0
1,168597.46,0.0,11168176.32,0
0,141053.12,2747303.44,4169926.13,0
1,83277.7,0.0,83277.7,0
1,174356.73,532473.27,1156356.87,0
1,220469.72,0.0,602817.34,0
0,130727.85,3289170.12,2139092.98,0
0,67675.74,179628.74,7951447.14,0
0,184478.96,23276599.52,1363070.63,0
0,39972.71,245232.71,3041370.11,0
3,645321.07,0.0,8677912.43,0
1,165703.17,0.0,1899970.28,0
1,76348.0,0.0,590577.43,0
1,32639.84,303821.81,623723.77,0
1,500928.09,0.0,1421373.89,0
1,224049.24,0.0,289111.4,0
0,23166.19,11048177.23,18055.13,0
3,61290.89,0.0,214647.88,0
1,297977.08,0.0,297977.08,0
1,415916.84,0.0,415916.84,0
0,113960.5,1182091.44,491989.95,0
1,87217.1,0.0,87217.1,0
1,128774.18,0.0,1255188.14,0
1,31354.73,0.0,7970023.54,0
0,292642.68,5667702.31,10601069.05,0
0,181939.58,13949529.14,52868.61,0
0,46816.05,96742.05,5427.64,0
0,38861.71,11595239.64,547471.95,0
0,25258.86,623532.86,405226.46,0
0,21590.3,7928594.71,183988.38,0
1,369144.56,0.0,2507953.88,0
0,432898.19,4461042.67,58737.36,0
1,262787.38,0.0,262787.38,0
0,100719.94,7350677.42,668175.74,0
1,96591.85,0.0,928797.93,0
0,96320.95,8160581.58,4265466.27,0
0,327449.8,6484729.33,121239.83,0
1,314567.87,0.0,314567.87,0
1,162478.01,0.0,739576.86,0
1,336942.8,0.0,780186.8,0
3,481292.81,0.0,24863964.46,0
0,254886.75,3916800.96,175298.16,0
0,131705.97,2256933.4,1091812.07,0
3,614755.09,0.0,7202214.32,0
2,4587.78,0.0,1269062.36,0
0,279781.48,1852197.01,1333947.36,0
0,194636.3,706556.89,197095.11,0
0,65068.29,9205405.28,6958812.51,0
1,114284.7,0.0,1301070.6,0
0,623292.18,626490.18,2872934.77,0
1,20128.0,0.0,12145.85,1
1,416001.33,0.0,9291619.62,1
1,1277212.77,0.0,2444985.19,1
1,35063.63,0.0,7550.03,1
1,25071.46,0.0,34155.22,1
1,132842.64,0.0,132842.64,1
1,235238.66,0.0,235238.66,1
1,1096187.24,0.0,1096187.24,1
1,963532.14,0.0,1095914.71,1
1,14949.84,0.0,33111.63,1
1,18627.02,0.0,165878.6,1
1,10539.37,0.0,10539.37,1
1,22877.0,0.0,22877.0,1
1,10000000.0,0.0,9941904.21,1
1,2930418.44,0.0,6963508.84,1
1,169941.73,0.0,169941.73,1
1,13707.11,0.0,13707.11,1
1,86070.17,0.0,86070.17,1
1,120074.73,0.0,120074.73,1
1,60726.57,0.0,13071229.35,1
1,10119.47,0.0,10119.47,1
1,25975.86,0.0,28041.27,1
1,26768.5,0.0,128744.5,1
1,30521.02,0.0,30521.02,1
1,216422.0,0.0,48630.5,1
3,17246.0,0.0,101717.84,1
1,17246.0,0.0,17246.0,1
1,10565.0,0.0,24380.72,1
1,10224.0,0.0,10224.0,1
1,85354.69,0.0,10612.55,1
3,13704.0,0.0,1658746.09,1
1,13704.0,0.0,143675.35,1
1,262434.54,0.0,438233.86,1
1,5460002.91,0.0,9281535.44,1
1,21571.0,0.0,71140.3,1
1,181728.11,0.0,184477.77,1
3,222.0,0.0,267095.19,1
1,222.0,0.0,171647.35,1
1,1996.17,0.0,4555.92,1
3,1078013.76,0.0,970749.68,1
1,43092.0,0.0,1158662.9,1
1,556218.01,0.0,582265.81,1
1,11308.0,0.0,302550.56,1
3,350705.74,0.0,1184633.07,1
1,350705.74,0.0,1794033.65,1
3,2539898.07,0.0,261290.69,1
1,2539898.07,0.0,1842864.22,1
3,361559.69,0.0,141302.12,1
1,361559.69,0.0,189441.24,1
3,1154353.99,0.0,10872.9,1
1,1154353.99,0.0,1965587.6,1
1,21922.0,0.0,2046918.8,1
3,994453.2,442917.67,665743.67,1
1,244068.01,0.0,338538.16,1
1,59835.0,0.0,315315.76,1
1,277970.88,0.0,277970.88,1
1,93810.76,0.0,4189858.81,1
1,503405.88,0.0,533074.88,1
1,2662734.59,0.0,2930405.33,1
3,9217.19,0.0,96795.6,1
1,9217.19,0.0,9217.19,1
1,2100.0,0.0,114612.48,1
3,1933920.8,0.0,3217683.65,1
3,313418.28,0.0,97980.88,1
1,313418.28,0.0,1029922.17,1
1,12461.0,0.0,40425.11,1
1,19472.0,0.0,19472.0,1
1,3964129.99,0.0,5811064.07,1
1,1041647.06,0.0,1094377.39,1
3,2066467.64,0.0,81209.81,1
1,2066467.64,0.0,3098566.67,1
1,149668.66,0.0,193838.76,1
1,2007.0,0.0,250910.76,1
1,222048.71,0.0,225027.71,1
1,8677.0,0.0,233804.62,1
3,408.0,0.0,226013.18,1
1,408.0,0.0,1075854.14,1
1,48375.02,0.0,658520.33,1
1,4022667.54,0.0,4057191.21,1
1,454859.39,0.0,454859.39,1
1,1161495.82,0.0,1565123.81,1
1,2686564.04,0.0,3124763.41,1
1,6188514.81,0.0,6424681.56,1
3,123194.95,0.0,263908.84,1
1,2093951.47,0.0,2093951.47,1
1,143032.0,0.0,1020323.73,1
1,2927005.15,0.0,2994420.07,1
1,1832319.42,0.0,2440139.69,1
1,1561891.66,0.0,6443177.56,1
1,65488.05,0.0,65488.05,1
3,696763.08,0.0,69861.26,1
1,696763.08,0.0,1347073.81,1
1,119.0,0.0,4844179.13,1
1,128473.62,0.0,128473.62,1
1,248056.41,0.0,201427.47,1
1,164500.81,0.0,850137.02,1
1,212089.74,0.0,469848.23,1
1,95428.32,0.0,95428.32,1
1,39713.28,0.0,1314579.79,1
1,170.0,0.0,345764.15,1
1,747282.4,0.0,6088200.22,1
1,59385.67,0.0,133756.67,1
1,2198224.71,0.0,2198224.71,1
1,828720.89,0.0,10184336.54,1
1,2701905.3,0.0,2759323.3,1
1,31074.0,0.0,31074.0,1
1,121626.82,0.0,775371.16,1
1,1639676.27,0.0,2198318.48,1
1,305627.0,0.0,8005474.16,1
1,195351.76,0.0,265841.0,1
1,42062.82,298767.61,678419.64,1
1,295664.18,0.0,10480000.72,1
1,307739.18,0.0,838246.41,1
1,314251.58,0.0,8276456.84,1
3,1102133.9,0.0,746575.95,1
1,1102133.9,0.0,1408362.45,1
1,1144089.37,0.0,3879210.29,1
1,1974352.3,0.0,1989884.01,1
3,11481.0,0.0,263492.28,1
1,11481.0,0.0,1765080.5,1
1,508782.2,0.0,1590789.85,1
1,9131.0,0.0,142215.02,1
1,143660.11,0.0,143660.11,1
1,3477438.49,0.0,3477438.49,1
1,122101.57,0.0,639940.2,1
1,161939.36,0.0,851972.34,1
1,10000000.0,0.0,10342417.9,1
1,1861008.32,0.0,1789942.62,1
1,16614.82,0.0,921024.11,1
1,448025.06,0.0,519704.99,1
1,785323.0,0.0,1720783.92,1
1,158299.34,0.0,271369.74,1
1,23292.3,0.0,415656.92,1
1,346704.55,0.0,860699.34,1
1,461509.86,0.0,764093.67,1
1,37100.29,0.0,470312.7,1
1,235512.2,0.0,9272647.09,1
1,2068118.36,0.0,5122403.81,1
1,74804.24,0.0,74804.24,1
1,489767.32,0.0,489767.32,1
1,379878.0,0.0,1681292.19,1
1,89571.46,0.0,2018999.47,1
1,1258956.71,0.0,5994967.43,1
1,77773.14,0.0,1931176.75,1
1,239646.72,0.0,2448616.98,1
1,146127.1,0.0,324001.49,1
1,291305.98,0.0,1247963.68,1
1,986876.27,0.0,1044730.24,1
1,6844.73,0.0,270945.42,1
1,8383.17,0.0,6585645.81,1
1,781953.11,0.0,781953.11,1
1,217231.0,0.0,7453902.1,1
1,44829.81,0.0,346382.12,1
1,296333.54,0.0,3651998.22,1
1,18126.95,0.0,18126.95,1
1,249159.26,0.0,535156.67,1
1,1698263.69,0.0,1698263.69,1
1,802382.45,0.0,802382.45,1
1,37065.55,0.0,1433393.21,1
1,369186.87,0.0,405410.97,1
1,78741.64,0.0,127370.16,1
1,1646181.09,0.0,1866206.29,1
1,331829.94,0.0,1124685.94,1
1,1027152.36,0.0,1546580.92,1
1,494244.61,0.0,1147696.03,1
1,329937.88,0.0,679345.1,1
1,496128.26,0.0,961898.33,1
1,1218165.88,0.0,1960730.15,1
1,3832058.34,0.0,4363720.48,1
1,491517.77,0.0,1010295.11,1
1,340198.41,0.0,1954242.21,1
1,268641.82,0.0,465805.77,1
1,122235.11,0.0,122235.11,1
1,236947.25,0.0,307031.53,1
1,19016.22,0.0,9367015.74,1
1,109401.88,0.0,354990.5,1
1,335219.49,0.0,446895.05,1
1,120406.39,0.0,120406.39,1
1,21516.38,0.0,921639.22,1
1,378204.02,0.0,378204.02,1
1,5021186.54,0.0,5902045.68,1
1,587031.2,0.0,925278.94,1
1,81867.07,0.0,216985.05,1
1,2023920.09,0.0,3554320.97,1
1,404165.06,0.0,404165.06,1
1,1164448.96,0.0,2244695.29,1
1,401575.19,0.0,401575.19,1
1,604933.67,0.0,640773.38,1
1,3295227.84,0.0,4002861.53,1
1,214975.9,0.0,374513.69,1
1,10000000.0,0.0,10000000.0,1
1,9887819.06,0.0,10165200.11,1
1,1448630.38,0.0,2743201.82,1
1,6648389.9,0.0,9257599.45,1
1,51424.22,0.0,138677.0,1
1,428239.03,0.0,1456009.92,1
1,52557.21,0.0,52557.21,1
1,1462355.44,0.0,3007080.29,1
1,27951.26,0.0,698752.71,1
1,989311.12,0.0,1998681.36,1
1,865948.49,0.0,865948.49,1
1,30917.39,0.0,370843.82,1
1,40458.0,0.0,331179.02,1
1,1016540.35,0.0,5700161.74,1
1,71693.42,0.0,71693.42,1
1,472692.51,0.0,665758.34,1
1,122032.62,0.0,122032.62,1
1,3606943.31,0.0,3606943.31,1
1,112280.88,0.0,152793.36,1
1,9465988.82,0.0,9465988.82,1
1,454511.73,0.0,595403.98,1
1,136983.26,0.0,136983.26,1
1,326884.31,0.0,664312.51,1
1,2352524.18,0.0,3580426.31,1
1,113338.99,0.0,3403947.14,1
1,886592.76,0.0,999123.82,1
1,819503.92,0.0,1470226.48,1
1,636.0,0.0,636.0,1
1,32382.96,0.0,32382.96,1
1,103056.0,0.0,547238.13,1
1,234377.29,0.0,269315.15,1
1,1684039.12,0.0,34645697.37,1
1,1842.0,0.0,1842.0,1
1,180967.56,0.0,276248.1,1
1,93083.27,0.0,2559208.13,1
1,5979556.06,0.0,5979556.06,1
1,128133.0,0.0,288528.62,1
3,503793.25,0.0,95709.62,1
1,503793.25,0.0,10599848.64,1
1,112486.46,0.0,369760.93,1
1,448004.86,0.0,595833.52,1
1,90204.54,0.0,90204.54,1
1,577418.98,0.0,577418.98,1
1,21367.0,0.0,920301.02,1
1,2395.29,0.0,470937.03,1
1,7567170.36,0.0,7912595.75,1
1,3372.0,0.0,460031.44,1
1,407005.78,0.0,407005.78,1
1,360688.3,0.0,360688.3,1
1,2070814.27,0.0,2070814.27,1
1,238717.5,0.0,671690.05,1
1,18887.0,0.0,150376.74,1
1,7937954.2,0.0,10654434.76,1
1,39013.3,0.0,1089489.11,1
1,152042.16,0.0,862470.18,1
1,26950.06,0.0,282380.27,1
1,20314.97,0.0,1290320.51,1
1,6188772.44,0.0,12442836.61,1
1,2757431.53,0.0,2757431.53,1
1,7887.75,0.0,7887.75,1
1,31930.24,0.0,145217.82,1
1,212613.29,0.0,1583401.69,1
1,581889.94,0.0,941474.97,1
1,1783144.33,0.0,3576931.13,1
1,32690.68,0.0,2393878.78,1
1,1270564.34,0.0,1270564.34,1
1,2885466.96,0.0,3268477.05,1
1,334276.08,0.0,652365.68,1
1,3569720.42,0.0,3569720.42,1
1,1566057.28,0.0,1566057.28,1
1,5032484.73,0.0,5906073.9,1
1,36359.57,0.0,56566.22,1
1,506867.52,0.0,458682.99,1
1,1917497.63,0.0,2091004.76,1
1,29988.0,0.0,29988.0,1
3,350789.59,0.0,276871.71,1
1,350789.59,0.0,9135798.34,1
3,1395850.55,0.0,1656656.77,1
1,93459.89,0.0,109285.59,1
1,435166.65,0.0,884382.5,1
1,21987.0,0.0,145677.94,1
1,362152.77,0.0,644962.23,1
1,1649818.97,0.0,2210523.64,1
1,387952.42,0.0,2222177.16,1
1,534255.94,0.0,558814.94,1
1,213983.59,0.0,213983.59,1
1,217255.97,0.0,2332490.82,1
1,1069508.42,0.0,1439496.96,1
1,5188875.35,0.0,5020573.28,1
1,4919642.57,0.0,6333738.49,1
1,357836.57,0.0,409054.43,1
1,155761.29,0.0,348536.74,1
1,7335355.57,0.0,8037455.68,1
1,9977761.05,0.0,9977761.05,1
1,35016.23,0.0,100451.57,1
1,71372.0,0.0,684836.04,1
1,945131.85,0.0,1064693.32,1
1,736370.54,0.0,1292849.15,1
1,82971.91,0.0,122288.87,1
1,585010.21,0.0,600979.29,1
1,225850.53,0.0,5289451.43,1
1,243028.65,0.0,684313.79,1
1,2249574.01,0.0,6034861.0,1
1,13172.17,0.0,13172.17,1
1,61487.67,0.0,61487.67,1
1,156011.24,0.0,308251.2,1
1,36532.84,0.0,36532.84,1
1,827921.27,0.0,1853002.91,1
1,667043.9,0.0,771176.17,1
3,202978.65,0.0,2325315.19,1
1,1388951.5,0.0,1848224.95,1
1,1215297.01,0.0,3712591.93,1
1,337974.21,0.0,337974.21,1
1,147267.01,0.0,64210.56,1
1,561374.78,0.0,6288058.31,1
1,5489302.04,0.0,6845692.85,1
1,1021129.67,0.0,1107375.59,1
1,114017.19,0.0,2936890.07,1
1,112668.54,0.0,112668.54,1
1,967153.5,0.0,1150823.7,1
1,592737.43,0.0,756383.82,1
1,202887.77,0.0,202887.77,1
1,339275.64,0.0,1820851.68,1
1,115881.21,0.0,4890169.26,1
1,1398946.33,0.0,1398946.33,1
1,1170282.92,0.0,1343547.06,1
1,567932.31,0.0,567932.31,1
1,361460.79,0.0,1352948.57,1
1,7484125.12,0.0,7547021.36,1
1,1093155.19,0.0,3059606.83,1
1,128426.58,0.0,128426.58,1
1,969259.07,0.0,1054982.52,1
1,1631640.02,0.0,2336938.89,1
1,99139.27,0.0,127905.82,1
1,6215.44,0.0,197412.85,1
1,3640271.29,0.0,3646797.25,1
1,931684.75,0.0,4539829.41,1
1,1350574.58,0.0,4276166.57,1
1,438224.6,0.0,758922.05,1
1,760625.76,0.0,888897.78,1
1,309254.05,0.0,527789.5,1
1,283400.42,0.0,2945840.34,1
1,109028.8,0.0,783139.37,1
1,854550.85,0.0,1041359.33,1
1,167715.53,0.0,660075.73,1
1,1932200.59,0.0,1932200.59,1
1,829885.13,0.0,14106347.25,1
1,42789.93,0.0,42789.93,1
1,136562.78,0.0,157663.12,1
1,82767.31,0.0,483940.53,1
1,2776135.33,0.0,2776135.33,1
1,4243468.19,0.0,4941951.41,1
1,530733.43,0.0,763800.42,1
1,325242.69,0.0,1236088.15,1
1,157610.11,0.0,1107197.59,1
1,354441.19,0.0,806737.65,1
1,1014816.16,0.0,2432327.2,1
1,246938.77,0.0,246938.77,1
1,561948.38,0.0,592860.35,1
1,106673.26,0.0,106673.26,1
1,6501303.14,0.0,10940802.64,1
1,3156421.43,0.0,3337861.88,1
1,1789155.73,0.0,3820544.34,1
1,456745.18,0.0,456745.18,1
1,7108914.22,0.0,7108914.22,1
1,109525.67,0.0,4106868.28,1
1,378688.65,0.0,378688.65,1
1,394388.09,0.0,1654952.58,1
1,3904257.51,0.0,3904257.51,1
1,3857176.83,0.0,4085718.45,1
1,21174.45,0.0,52583.53,1
1,192765.49,0.0,3445173.06,1
1,1011606.26,0.0,1011606.26,1
1,2050727.81,0.0,2050727.81,1
1,9748.89,0.0,190618.01,1
1,44733.5,0.0,2579194.61,1
1,1367340.03,0.0,1664173.63,1
1,1026208.84,0.0,1379656.35,1
1,40486.25,0.0,4757376.15,1
1,89014.32,0.0,419666.0,1
1,45807.51,0.0,313631.56,1
1,742973.53,0.0,742973.53,1
1,581421.85,0.0,989270.81,1
1,475368.94,0.0,1823395.67,1
1,1735466.52,0.0,1735466.52,1
1,37720.99,0.0,326525.06,1
1,1372301.24,0.0,1372301.24,1
1,332138.32,0.0,384159.66,1
1,55062.46,0.0,55062.46,1
1,1155128.91,0.0,1155128.91,1
1,401529.35,0.0,405691.77,1
1,722380.88,0.0,1054349.95,1
1,724414.43,0.0,948267.81,1
1,407833.62,0.0,407833.62,1
1,148188.84,0.0,342323.08,1
1,1693962.01,0.0,1792467.54,1
1,14017.38,0.0,14017.38,1
1,197226.65,0.0,197226.65,1
1,31574.65,0.0,230960.48,1
1,37796.75,0.0,249702.14,1
1,17051.69,0.0,306180.89,1
1,960306.85,0.0,960306.85,1
1,3097121.75,0.0,3097121.75,1
1,436317.49,0.0,632265.79,1
1,104957.85,0.0,134195.64,1
1,841052.98,0.0,841052.98,1
1,1814483.97,0.0,1814483.97,1
1,701168.78,0.0,1542631.35,1
1,446032.95,0.0,652010.36,1
1,385556.82,0.0,445588.93,1
1,3760068.04,0.0,4382623.69,1
1,1282971.57,0.0,1675576.17,1
1,881811.11,0.0,1023547.85,1
1,174923.28,0.0,174923.28,1
1,403975.39,0.0,403975.39,1
1,126690.14,0.0,480524.43,1
1,215.83,0.0,3563658.07,1
1,548269.98,0.0,548269.98,1
1,150405.2,0.0,321112.82,1
1,813133.35,0.0,813133.35,1
1,2096634.43,0.0,2280064.41,1
1,272791.44,0.0,988058.46,1
1,7169129.94,0.0,7169129.94,1
1,107188.41,0.0,803323.83,1
1,3444943.59,0.0,3662118.24,1
1,126715.84,0.0,399873.77,1
1,4631432.03,0.0,4754159.25,1
1,2322909.69,0.0,3198522.74,1
1,79441.66,0.0,2131232.1,1
1,1028326.5,0.0,1028326.5,1
1,42513.08,0.0,42513.08,1
1,106460.7,0.0,1520723.84,1
1,915266.65,0.0,3330681.0,1
1,5800988.12,0.0,5800988.12,1
1,1858515.57,0.0,2746111.29,1
1,3512572.72,0.0,3624419.34,1
1,374178.28,0.0,990542.85,1
1,2026529.56,0.0,2538055.62,1
1,13890.42,0.0,13890.42,1
1,281743.12,0.0,439843.09,1
1,157494.6,0.0,666523.92,1
1,19776.71,0.0,1158718.24,1
1,271731.05,0.0,271731.05,1
1,7728992.56,0.0,8069615.0,1
1,175328.85,0.0,285458.8,1
1,353313.55,0.0,3161573.6,1
1,582571.87,0.0,582571.87,1
1,2960254.17,0.0,3581077.07,1
1,5521483.54,0.0,11048695.88,1
1,2147778.33,0.0,2147778.33,1
1,967954.01,0.0,967954.01,1
1,266766.78,0.0,266766.78,1
1,1036789.41,0.0,1560105.04,1
1,167067.78,0.0,336227.97,1
1,322113.91,0.0,322113.91,1
1,91691.75,0.0,420809.71,1
1,1871553.73,0.0,1871553.73,1
1,2949339.09,0.0,3117002.41,1
1,479892.04,0.0,2079971.33,1
1,304085.48,0.0,456410.63,1
1,14385.54,0.0,42694.63,1
1,62091.44,0.0,6358150.35,1
1,386996.34,0.0,899939.45,1
1,345526.4,0.0,555818.38,1
1,2947783.87,0.0,3301030.4,1
1,730574.39,0.0,914471.57,1
1,3786438.03,0.0,3870451.29,1
1,622235.32,0.0,4000204.28,1
1,3243092.91,0.0,4542879.5,1
1,10000000.0,0.0,10081810.42,1
1,8594065.09,0.0,8599909.6,1
1,12619.29,0.0,217089.31,1
1,193663.9,0.0,193663.9,1
1,684796.16,0.0,3439249.7,1
1,400157.86,0.0,400157.86,1
1,4375931.29,0.0,4444426.16,1
1,74177.92,0.0,153196.43,1
1,59127.34,0.0,76334.36,1
1,2451423.58,0.0,2456294.22,1
1,59813.61,0.0,59813.61,1
1,158489.29,0.0,158489.29,1
1,85637.08,0.0,320774.13,1
